"Data Source","World Development Indicators",

"Last Updated Date","2018-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Middle income","MIC","Population ages 80 and above, female (% of female population)","SP.POP.80UP.FE.5Y","0.465397158633865","0.492041275861327","0.508347728620169","0.513886012564926","0.509736559888271","0.495395089544616","0.523931584063426","0.546346360447261","0.560159306573628","0.5629978203483","0.554109780903562","0.576816879106416","0.590332323738549","0.595347914675635","0.592968284251307","0.583543963340645","0.612216406484503","0.633111767343947","0.645870293075155","0.651010208991826","0.649116300896793","0.68628886337562","0.714540078224437","0.732957353034516","0.741734817141773","0.741385465203815","0.779695402873729","0.807872406808912","0.826318229822602","0.836528633343073","0.838994604741116","0.88122615575391","0.916269905699101","0.940353312871791","0.949292640974539","0.942576203785424","0.976384877064813","0.995462087665813","1.00273940446596","1.00191710808046","0.995123382238659","1.03590231755093","1.06793188773299","1.09175035802907","1.10803434660827","1.11755889920547","1.17534706609928","1.22528382938919","1.26556669890503","1.29452577184992","1.31173910546845","1.36883168649385","1.412141108624","1.44437795943303","1.46923194539653","1.4889785702932","1.55483598549936","1.61274351735999",
"Middle income","MIC","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.476719395108131","0.492756008860742","0.503117205522305","0.506442801021709","0.502705261962075","0.492936671327049","0.501352028020816","0.50615915613878","0.508875019650902","0.511137589262091","0.514045114455491","0.527727980488211","0.53924109247603","0.548403521258657","0.555805021288113","0.562698733159387","0.577964617125129","0.591278808592694","0.602883976677563","0.612984719680554","0.622310164458404","0.637826853497478","0.649227762375987","0.658346649227955","0.66734374891136","0.677586319477247","0.694071646910598","0.709169597035765","0.721664787502935","0.730114164016886","0.735098703878959","0.743843685823751","0.749663453528894","0.754306095556","0.759004289015569","0.76490672371358","0.779306636087164","0.789811683184287","0.800266688584635","0.81532529897627","0.837051097275064","0.868553869412229","0.900829441826063","0.930910847433231","0.955715745045254","0.975873315133479","0.999103515970065","1.01619908225683","1.02981636988029","1.04391608733452","1.06143826801953","1.08637712040559","1.11296254799376","1.13656839985535","1.1515049993453","1.15746880309911","1.15896416909736","1.15444312526867",
"Middle income","MIC","Population ages 75-79, female (% of female population)","SP.POP.7579.FE.5Y","0.727765448450031","0.743823015889022","0.754839591563678","0.760081215429668","0.758883572456336","0.751879864841366","0.754706713821212","0.752635107049151","0.748884596401383","0.747506542988557","0.751336530363716","0.763821431557281","0.777177095545212","0.790976466449733","0.805701351235759","0.822726442387486","0.843839424281983","0.865296174919962","0.886768532816285","0.907200780177631","0.926594637462103","0.943156201036295","0.955468600748708","0.966630394518839","0.979853429054423","0.996549872926594","1.01241379313358","1.0294534736182","1.04460445966056","1.05345161791032","1.05468010179111","1.04608981880075","1.03309864054747","1.02204548638903","1.01952304313977","1.0284734312377","1.04394994595217","1.06291732519426","1.0856534716885","1.11277046856313","1.14489983202218","1.17309616282753","1.203679699134","1.23501341094602","1.26366557390816","1.28879798325173","1.30546639544581","1.31651332113887","1.32643547391537","1.34164174408657","1.36568628430208","1.39094890888346","1.42417689442232","1.45796051779617","1.48215119630686","1.493649466244","1.48502575571097","1.46827139751306",
"Middle income","MIC","Population ages 70-74, male (% of male population)","SP.POP.7074.MA.5Y","0.962193594729278","0.963932503229146","0.956064883783988","0.943845283566312","0.933093334068168","0.926562124430183","0.937059310664897","0.94924306715491","0.962295043374392","0.975005484070131","0.987476202008584","1.00086638601442","1.01368320500238","1.02694798809996","1.04137506786778","1.05727041831685","1.0719430349906","1.0858677511289","1.10076399886778","1.11809509045462","1.13838992813653","1.15661019784605","1.17532128841117","1.19293883133241","1.20675463984546","1.21609889656743","1.21524889158151","1.21206758436282","1.21044786185737","1.21382216621917","1.22347870656391","1.22762509332872","1.23472711857009","1.2476554461017","1.26947534393854","1.30109624453957","1.33693716237351","1.37680598068781","1.41712118198795","1.45340829301703","1.48439814841237","1.5020690171631","1.51548495761982","1.53042718886567","1.55127485745488","1.57892384358105","1.59964498195973","1.62638323480664","1.65430908560225","1.67526634978495","1.68574412089164","1.67592842300192","1.65949004522021","1.64706784706745","1.64998521553748","1.67305493746913","1.69731756457206","1.73103109919291",
"Middle income","MIC","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.29724447093539","1.2898348040372","1.27315365821893","1.25443475977614","1.24134169092145","1.2372962415201","1.24190259882253","1.25289507234696","1.26979455615443","1.2909458603274","1.31533966386531","1.33292471331052","1.35331776281841","1.37643401871492","1.40121848625071","1.42680485676085","1.44165239869371","1.45555927081196","1.47106705009408","1.49037262536987","1.51395429870268","1.5282802622063","1.54611622466252","1.56391570551648","1.57570811588288","1.57852169229033","1.5570826947778","1.52865712902536","1.5023217336661","1.48904693031671","1.49347307505949","1.49805092601185","1.5163993897635","1.54490894056867","1.57904821269529","1.61679958287272","1.64932728225697","1.68456257135157","1.72140927069699","1.75730007360588","1.79065971855105","1.80118522925642","1.80833332910144","1.81815654812577","1.83658467573221","1.86572656967588","1.88754798788927","1.9212525886155","1.95859822061798","1.98682220602438","1.99941021369038","1.98261262608769","1.95500094178657","1.930441096659","1.92600887904726","1.94987404837297","1.97933975976695","2.02695009983017",
"Middle income","MIC","Population ages 65 and above (% of total)","SP.POP.65UP.TO.ZS","3.79138489400931","3.82223134456181","3.83068076763231","3.82318371492144","3.80849467455831","3.79005730800774","3.83736386670327","3.88351023435581","3.92667058903508","3.96433804183593","3.99682157654223","4.05576739974857","4.10774091081691","4.15453989347451","4.19968697066128","4.24532261864255","4.31769697122866","4.38781465316158","4.45199949625204","4.50412841829018","4.54185831750276","4.59103606933338","4.62250403510666","4.64291238214582","4.65992464796869","4.67771370659138","4.71213629657474","4.74290424073112","4.77394450368253","4.8107358355848","4.85546576421295","4.92512451165261","5.00483979998968","5.0882776434328","5.16590105891003","5.23441217721513","5.33312765839072","5.41382574980194","5.4854787644687","5.55904458420384","5.63933972072527","5.74088759132961","5.84415491079746","5.94360684442511","6.02757607775956","6.09197111938959","6.16465044091908","6.22282773596972","6.27455299529069","6.33015050866093","6.39558292485149","6.48843172622838","6.58352582666181","6.69002481754648","6.82114064143802","6.98518559786136","7.19518623823215","7.43244947468449",
"Middle income","MIC","Population ages 65 and above, total","SP.POP.65UP.TO","79016380","80642867","82311757","84100337","85731577","87321197","90576877","93851322","97164220","100478497","103766680","107850662","111775540","115613546","119438831","123275538","127930973","132576346","137164604","141511818","145498828","149990977","154101834","157921240","161639506","165461168","169993554","174524190","179127802","183961493","189181093","195276236","201773796","208467803","214993207","221207752","228790523","235708068","242288848","248967429","255977659","263984753","272136745","280214486","287654991","294246006","301298001","307695087","313862968","320346375","327443106","336091466","345015697","354705366","365852776","378930950","394726109","412263640",
"Middle income","MIC","Population ages 65 and above, male (% of total)","SP.POP.65UP.MA.ZS","3.23781306795408","3.2702002399221","3.27878583152687","3.26922582600686","3.24966825253177","3.22284338957317","3.2679371194607","3.30894700852221","3.34470677821897","3.37356552912475","3.39615839913394","3.45228903623055","3.50021476641059","3.54142585409547","3.57924879229175","3.61599787690564","3.68471897725236","3.74963871537435","3.80792280568264","3.85508057314941","3.88967605369542","3.94492097614766","3.9846643191499","4.01315861408912","4.03480700733644","4.05264569241887","4.09292477393695","4.12573702283039","4.15632928239174","4.19191680825206","4.23611242667575","4.31241471029486","4.39665031868685","4.48239750759168","4.56030676033229","4.62689978577227","4.72794800510987","4.80997259522868","4.88092556425684","4.95055008452123","5.02301317350317","5.12611748095423","5.22738776404593","5.32186495876829","5.39960935399682","5.45762032099785","5.52998735608906","5.5876979335063","5.63790106806433","5.68894848296634","5.74579705483189","5.83465908554759","5.92197236120221","6.01761311775016","6.13567691231762","6.28443891798615","6.48472268998605","6.70894755404522",
"Middle income","MIC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","34060465","34824594","35563269","36308039","36938956","37500602","38964088","40399950","41819752","43211869","44567196","46410456","48157887","49838017","51485092","53114585","55233259","57323266","59367094","61294816","63062482","65227908","67230384","69084271","70833255","72554838","74740140","76855337","78961910","81171436","83585655","86595902","89775061","93013129","96126460","99036480","102731138","106067969","109192396","112299143","115489220","119407240","123323079","127131822","130585013","133598265","136989682","140043236","142949813","145933025","149117439","153201118","157318331","161732431","166817162","172809094","180321137","188615405",
"Middle income","MIC","Population ages 65 and above, female (% of total)","SP.POP.65UP.FE.ZS","4.35558427118231","4.38478226285341","4.39321918482443","4.38809041116797","4.37858083419373","4.36882022259433","4.41875446637009","4.47033892878355","4.52113214854279","4.56791103716294","4.61073731244876","4.67260426676181","4.72896157365449","4.78182505991006","4.83473024625645","4.88954000971948","4.9660952860925","5.04166162766869","5.11185710525113","5.16907904248171","5.21013788916573","5.25298751035643","5.27603947312596","5.28828862335133","5.30060462371659","5.31830812406835","5.34693210023697","5.37572125706016","5.40730269126049","5.44544839447857","5.4909502371385","5.55369386529076","5.6287341929445","5.70984429367245","5.78728058715281","5.85790751036184","5.95415610753872","6.03347103411494","6.10585088969881","6.18352055501787","6.27197269684985","6.37202044155505","6.47751489316806","6.58227429289397","6.6727952881998","6.74383970318072","6.81705922028598","6.87581748802093","6.92912201046892","6.98935633484377","7.06355598760904","7.1605568436245","7.26367031716567","7.38132518103814","7.52582752474026","7.70552910966869","7.92547131851661","8.17604573155056",
"Middle income","MIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","44955922","45817918","46748360","47792696","48793272","49820586","51614536","53453251","55345071","57266218","59199437","61437913","63615881","65775803","67955070","70160944","72701798","75256823","77798631","80216339","82436374","84760857","86870110","88837762","90807837","92906326","95254913","97669523","100164750","102788188","105595431","108676842","111993617","115449944","118863851","122171256","126057784","129638129","133094644","136667160","140488449","144577131","148813824","153083583","157070942","160647758","164311327","167655849","170916625","174415318","178325707","182891260","187698500","192973884","199036085","206121865","214405233","223648067",
"Middle income","MIC","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.53376804735066","1.530992355993","1.52764172005014","1.5257650980108","1.52710151163884","1.53200364131331","1.53968529265811","1.54991658879914","1.56262909273015","1.57725692920673","1.59399431467775","1.60469198737583","1.61586416616446","1.62862726165101","1.64521722808892","1.66698851131873","1.68452005074398","1.70708124596123","1.73083230520372","1.75013556634777","1.76271811017177","1.75914132842302","1.7509404337837","1.7430716832477","1.74081742069417","1.7468056758893","1.74507197961007","1.74765936680447","1.75761715321572","1.77978560821795","1.8159771836176","1.8476579645009","1.89358357936166","1.94518721464077","1.99111179137725","2.02662422451874","2.04476896635488","2.05318198101637","2.06025546974113","2.07564936724188","2.10269819654182","2.12262572421996","2.1526135528821","2.18424318683499","2.20546734148692","2.21202405882159","2.1936250013737","2.16782483718775","2.14601731115965","2.14242767218028","2.16352340942811","2.18803357929551","2.22735174420324","2.28496648557162","2.36803548720071","2.47985872727824","2.6009156291103","2.75135336802029",
"Middle income","MIC","Population ages 65-69, female (% of female population)","SP.POP.6569.FE.5Y","1.86517719316303","1.85908316706586","1.85687820642166","1.85968842339723","1.86861901092768","1.88424902668825","1.89821356966292","1.91846238894018","1.94229368941335","1.96646081349868","1.98995133731617","1.99904124278759","2.00813439155232","2.01906666006978","2.03484212451868","2.05646474723049","2.0683870566323","2.08769441459282","2.10815122926561","2.12049542794238","2.12047265210416","2.09526218373822","2.05991456949029","2.0247851702815","2.00330826163751","2.00185109364761","1.99774020945186","2.00973824760768","2.03405826811123","2.06642121290847","2.10380245554678","2.12832696472425","2.16296625693443","2.20253655384296","2.23941669034321","2.270058292466","2.28449400226477","2.29052904990329","2.29604874284736","2.3115329047684","2.34128976403796","2.36183673192016","2.39756997719963","2.43735397579312","2.46451069195115","2.47175625104763","2.44869777085161","2.41276774887738","2.37852161703055","2.3663666128829","2.38672038414814","2.41816362215951","2.47235137233278","2.54854560714994","2.64843550398961","2.77302702475852","2.90626981753934","3.06808071684734",
"Middle income","MIC","Population ages 60-64, male (% of male population)","SP.POP.6064.MA.5Y","2.23277598323421","2.23314712230683","2.22995382522527","2.22608789785037","2.22540713332829","2.22999337460378","2.22985618227537","2.23523946305805","2.245902972095","2.26126311545025","2.28119200141193","2.28988004734926","2.3050925526858","2.32258351069494","2.3365757832818","2.34428492916192","2.33236918250133","2.3176628677078","2.30493691996949","2.29936905611807","2.30321237381793","2.3000883618649","2.30136512882104","2.31085684019206","2.33404559684558","2.37279619079371","2.40702104042362","2.45565491229435","2.50944828670952","2.55669600372763","2.59137545674442","2.59603488802862","2.59551908194512","2.59599870105549","2.60500972876081","2.62536636307057","2.64605745720573","2.67586454031332","2.70603337613951","2.72438102546863","2.72555780325683","2.69566198908159","2.65566603873353","2.61990589649241","2.60636054891096","2.62477943963111","2.65312297251319","2.70155493872998","2.77057579526646","2.86443441487093","2.98534718332332","3.12066081395499","3.28762931707765","3.46309248147664","3.61376515933752","3.72162608918513","3.7712939105277","3.78410417838909",
"Middle income","MIC","Population ages 60-64, female (% of female population)","SP.POP.6064.FE.5Y","2.56593331325387","2.57317386827356","2.5808602616408","2.59059812234258","2.60326055886296","2.61880313073946","2.61728172052518","2.61798615273471","2.62238191216844","2.63205905356521","2.64739640408516","2.6509108573359","2.66293837232","2.67553950606183","2.67867017074448","2.6680882031321","2.63258716944625","2.58748828386069","2.54332576271177","2.51436640340304","2.50760094160442","2.50557235692065","2.52035817994726","2.54750932022725","2.58137938662888","2.61818010924187","2.6406761920647","2.66984378666271","2.70146537274619","2.73048776986024","2.75344320031395","2.75312049251516","2.75090946686348","2.75127493775983","2.76098030419056","2.78326269885787","2.80995342051642","2.84883009014955","2.88918419326437","2.91533989648366","2.91956412054288","2.88625297158032","2.8378556047871","2.79154748906757","2.77038225102565","2.78746628539564","2.82297172574791","2.88640242455958","2.97500015587302","3.08694562328811","3.22004829933448","3.36294409885072","3.53454929593995","3.71416035345789","3.87064258893446","3.9860503669994","4.04502696620215","4.06603482667586",
"Middle income","MIC","Population ages 55-59, male (% of male population)","SP.POP.5559.MA.5Y","2.99937034098628","2.99135978851883","2.9785891538842","2.96685415552955","2.9625594827003","2.96765897681633","2.963941000782","2.97201300231651","2.98500646187223","2.99269893474705","2.99008188499778","2.96219099021326","2.93040181585346","2.90019801360951","2.87948797594866","2.8723497066595","2.86125205920526","2.86009837469621","2.87165026480767","2.89937794431272","2.94357977749958","2.98829336888205","3.04712813791512","3.10937443267581","3.1609905413566","3.19457877847014","3.19418368537792","3.18013275161547","3.16228313700221","3.15460278881198","3.16308547931263","3.16666507145323","3.19184307064682","3.22285278791063","3.23785540355481","3.22755663555967","3.19252565960521","3.13772641345177","3.08240689752534","3.05207555356463","3.05969455039847","3.0850468858901","3.13903271442965","3.22250475495945","3.33576006160061","3.47619778088077","3.62186732083014","3.80070887536113","3.98881406190317","4.15013993260971","4.26373006271109","4.31928270804335","4.32990083941532","4.32009931766838","4.327336056733","4.37290613360224","4.43535482904435","4.53038304426711",
"Middle income","MIC","Population ages 55-59, female (% of female population)","SP.POP.5559.FE.5Y","3.32077028719345","3.31578233860364","3.30361120721765","3.29155894501124","3.28789660848312","3.29529786535351","3.28733205176739","3.29261318127191","3.30023650722579","3.294993689769","3.27009693471918","3.21465993417725","3.14766326977167","3.08169305427071","3.03468796361213","3.01567437212463","3.0077480342928","3.02272794296418","3.05429911132318","3.09298462750222","3.13249917866492","3.16275950994641","3.19598071811413","3.22850802782339","3.25541095495953","3.2731796405147","3.26593119885391","3.25013394276297","3.2334892156071","3.22787407999297","3.23840005104227","3.24863790623707","3.28284746502844","3.32395863153454","3.34718723923675","3.34108630565391","3.30790752437509","3.24938869021477","3.18770544446172","3.15356817930595","3.16325825572355","3.19585699166962","3.26407580769812","3.36507377416579","3.49336654247896","3.64341570883853","3.79824865686134","3.9804889011869","4.16756286826676","4.32692220179473","4.44017070726594","4.50419664267153","4.52435729571199","4.52319709133169","4.53663451855365","4.58584939316575","4.65304966603338","4.75113627474123",
"Middle income","MIC","Population ages 50-54, male (% of male population)","SP.POP.5054.MA.5Y","3.76208008381939","3.75656413609136","3.74927648432677","3.73940383422303","3.72462029822275","3.70370588249783","3.65786402827818","3.61078203134365","3.56584995766904","3.52841890068557","3.50281356172362","3.4761660391433","3.46118302746163","3.4608826910145","3.48079851010125","3.52249721600845","3.56941360948331","3.63770797426753","3.71297587835445","3.77490624939297","3.81252405732644","3.81777110796946","3.80012109955005","3.77269506173925","3.75365864247955","3.75126824549693","3.74770914379769","3.76292942661065","3.78147836899978","3.78262959321043","3.75675485523316","3.69456590573705","3.61957493108065","3.54778798307768","3.50221060900804","3.49613275963315","3.5221032605204","3.57403043703555","3.65471217692888","3.76887736013494","3.91648965899222","4.084059089697","4.28562775111155","4.4927034403365","4.66456732136978","4.78003391264528","4.83847844922263","4.8494785776464","4.83747506331542","4.84155010396534","4.88416184912371","4.94675080588795","5.04140070229135","5.15643688427059","5.2734929727139","5.38097519947434","5.47127379680181","5.55769444205889",
"Middle income","MIC","Population ages 50-54, female (% of female population)","SP.POP.5054.FE.5Y","3.99133126480034","3.99199320722526","3.99440883485189","3.99247757180861","3.97668853319095","3.94203988159503","3.86748515511491","3.78048414610942","3.69266408779118","3.62195087708858","3.57951201894551","3.55612370566807","3.56057450634076","3.58508007880548","3.61943180225105","3.65679447423248","3.6866443389303","3.72278248750215","3.75921385603184","3.78772219810738","3.80378012271071","3.80081310323391","3.78305329959801","3.76041262600823","3.74702272533056","3.74919657749569","3.75339012025448","3.77727610313629","3.8045230744612","3.81259536618627","3.79031742366639","3.73297063424806","3.65781791579975","3.58325038759431","3.53679588171966","3.53479654517082","3.5721555518943","3.64123060031467","3.74114607803393","3.87064537500292","4.02620562472248","4.19687175001093","4.39771410359931","4.60326812635146","4.77583028392006","4.89472907824999","4.95611514007423","4.9709065278141","4.9636262198377","4.97248788995858","5.0188038200503","5.08748348836026","5.18579088139179","5.30327128426665","5.42296573748082","5.53377854780858","5.6318119888363","5.72660156007424",
"Middle income","MIC","Population ages 45-49, male (% of male population)","SP.POP.4549.MA.5Y","4.52489211755248","4.4754953470583","4.40730367857813","4.33471363026587","4.27338890826779","4.232391437653","4.18162350963269","4.14858286856779","4.13545924706377","4.14428878050883","4.17508175400629","4.21668305331914","4.2823986754009","4.3554817303331","4.41496378403349","4.44997211181641","4.4491736958993","4.42720883525137","4.39600221486584","4.37295181992688","4.36658240809369","4.36714906168115","4.38419082434321","4.40145445488643","4.39571766975023","4.35601057121536","4.27618509253459","4.17339434830286","4.07001256501775","3.99784635810838","3.97449237322828","3.97877804340773","4.02499064277497","4.11015491299838","4.23028536062624","4.38062390244281","4.56439094597492","4.77936451602176","4.99869626470925","5.18409373220495","5.31337758139414","5.3720114457501","5.37586178295141","5.35356544408807","5.34728833847035","5.38187140639951","5.44734867498205","5.54802091615501","5.67019495062385","5.79258614637788","5.90143349746831","5.99326865977998","6.07697056925486","6.149342461813","6.20826018585286","6.25273209372363","6.27869601655186","6.29497983861684",
"Middle income","MIC","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","4.67358223827071","4.60763848795896","4.50980301320289","4.40216641354422","4.31283826750544","4.25726797648","4.20870504028629","4.19380193624999","4.20435273202375","4.22658436153779","4.25150890063582","4.27507152720885","4.30574261050333","4.33555116097049","4.3565493725023","4.36525467948664","4.35511368820353","4.33265711814294","4.30659740471258","4.29007547643324","4.28932694517497","4.29898716732081","4.32615207404257","4.35370968095438","4.35666777802178","4.32264106473579","4.24830001551298","4.14633981626789","4.04170385366531","3.97049034143128","3.95277494450993","3.97076142943528","4.03571396727494","4.14115193324565","4.27697240262929","4.43478955533068","4.62144036475821","4.8316227036601","5.0420405022171","5.22007280559559","5.34684540413266","5.41179413596168","5.42488090584657","5.41189821906571","5.41235922985914","5.45047118877264","5.52098362537436","5.62484397993857","5.74920742598645","5.87457092321161","5.9881062634368","6.08922539548274","6.18331572301823","6.26484385829371","6.32839994579835","6.37149834428785","6.39496294622175","6.40313964222334",
"Middle income","MIC","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","80.1561889648438","80.4287567138672","81.3400573730469","82.893928527832","83.4475173950195","84.1352233886719","84.6842498779297","85.2612609863281","84.921760559082","85.5147705078125","86.0882568359375","86.6163635253906","87.0307083129883","87.2727813720703","87.4280395507813","87.6203384399414","87.8504104614258","88.0265884399414","88.4155807495117","88.9574813842773","89.1349182128906","89.2975769042969","89.0857925415039","89.0170593261719","88.8428421020508","88.1680908203125","87.7630767822266","87.4935684204102","88.418701171875","89.36669921875","90.0344619750977","90.1927108764648","90.9502105712891","91.1902084350586","92.2117233276367","91.8824996948242","91.8303833007813","93.1602096557617","92.7194137573242","92.2941513061523","92.6232376098633","92.6134872436523","93.0271224975586","92.9254531860352","92.9944381713867","93.257438659668","93.4652328491211","",
"Middle income","MIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","61.1914710998535","60.5716590881348","61.8571815490723","65.7780227661133","67.2656707763672","69.4534301757813","70.3447265625","69.6626586914063","67.192512512207","67.482048034668","68.7350463867188","70.1394500732422","71.0209808349609","71.6474533081055","72.5259399414063","74.1258392333984","75.7760696411133","76.6206893920898","77.8408279418945","79.1266174316406","79.272102355957","79.4126434326172","79.4480819702148","80.067008972168","80.4971313476563","80.0894165039063","80.131462097168","80.1827087402344","81.4163513183594","83.0816497802734","84.2212905883789","84.7214965820313","85.7373580932617","88.1939010620117","89.4191207885742","89.3897094726563","89.6599578857422","90.9330596923828","91.0995407104492","91.2797927856445","91.7502288818359","91.9008026123047","91.9340286254883","91.7063064575195","91.630241394043","91.647102355957","91.7089920043945","",
"Middle income","MIC","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR","","","","","","","","","","","70.8917694091797","70.7290725708008","71.8225784301758","74.5306930541992","75.5372772216797","76.9544067382813","77.6672897338867","77.624267578125","76.2410278320313","76.6883010864258","77.5996398925781","78.5628280639648","79.2113037109375","79.6444778442383","80.1538619995117","81.0327301025391","81.9551391601563","82.4569778442383","83.2521514892578","84.158332824707","84.321647644043","84.4753189086914","84.3855667114258","84.6534118652344","84.7749710083008","84.2317886352539","84.046272277832","83.9347686767578","85.0131378173828","86.3143005371094","87.2140808105469","87.5420303344727","88.4280776977539","89.742561340332","90.8651733398438","90.6809310913086","90.7847290039063","92.0876770019531","91.939582824707","91.8063735961914","92.20361328125","92.2711868286133","92.5026779174805","92.3403396606445","92.3398132324219","92.4846801757813","92.6221618652344","",
"Middle income","MIC","Primary education, teachers (% female)","SE.PRM.TCHR.FE.ZS","","","","","","","","","","","46.32232","46.25772","45.64546","45.37602","45.08592","44.58626","44.86333","43.9075","46.403","46.50427","46.16139","46.19957","45.97452","46.13842","46.91631","48.34441","49.48221","49.75968","50.65711","50.91966","51.69652","51.94351","52.43215","52.84172","53.33957","54.2425","54.73336","54.69049","55.28386","55.30985","55.64745","56.11189","56.51044","57.9083","58.34205","59.02699","59.1851","59.06323","59.54819","60.01493","60.53948","61.05862","61.65292","61.86751","62.55711","63.23041","64.06887","",
"Middle income","MIC","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","9481532","9770179","10433378","10912257","11368555","11832200","12251480","12497125","12637880","12939488","13392896","13816099","14265372","14672702","14961385","15123599","15535946","15536716","15883491","16438789","16606569","16816404","17036588","17359412","17623776","17993216","18193288","18347300","18555304","18612744","18844738","18957388","19148346","19537724","20337306","20189374","20228850","20504290","20582726","20861156","21188918","21593860","21761800","22762762","22831048","23165906","23262482","",
"Middle income","MIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.11858","86.30836","84.95016","84.52312","",
"Middle income","MIC","Trained teachers in primary education, male (% of male teachers)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.29859","83.94543","81.99323","81.74058","",
"Middle income","MIC","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8567","87.72266","86.66967","86.08362","",
"Middle income","MIC","Repeaters, primary, total (% of total enrollment)","SE.PRM.REPT.ZS","","","","","","","","","","","11.37384","11.20076","11.09872","10.7549","10.40232","10.12777","9.92976","9.7814","9.70137","9.38527","9.39187","9.11535","8.92075","8.71569","8.43088","8.0663","7.98978","7.57991","7.47706","7.3505","7.0776","6.85969","6.49752","6.17558","5.8586","5.66244","5.3702","5.04474","5.03025","4.90904","4.8394","4.51943","4.34571","4.1074","4.05194","4.2276","4.12208","4.11577","3.96777","4.05263","4.03707","3.96172","3.21683","2.90493","2.58665","2.27335","2.20562","",
"Middle income","MIC","Repeaters, primary, male (% of male enrollment)","SE.PRM.REPT.MA.ZS","","","","","","","","","","","","13.0509901046753","13.0411996841431","12.6532201766968","12.2972297668457","12.1817102432251","12.115180015564","11.9764099121094","11.906530380249","11.3441600799561","11.4486503601074","11.0189695358276","10.7687902450562","10.5002098083496","10.0811996459961","9.58915042877197","9.54292964935303","9.13059043884277","8.91042041778564","8.69740009307861","8.20149993896484","7.86563014984131","7.26122999191284","6.78762006759644","6.28670978546143","5.86746978759766","5.4791898727417","5.20817995071411","5.2302098274231","5.14542007446289","5.13889980316162","4.60488986968994","4.49226999282837","4.20631980895996","4.14809989929199","4.33175992965698","4.16820001602173","4.10041999816895","3.8801600933075","3.94191002845764","3.8688600063324","3.74362993240356","3.03077006340027","2.6953399181366","2.36295008659363","2.04320001602173","2.00336003303528","",
"Middle income","MIC","Repeaters, primary, female (% of female enrollment)","SE.PRM.REPT.FE.ZS","","","","","","","","","","","","8.67117977142334","8.44388008117676","8.15773963928223","7.8049201965332","7.44777011871338","7.1552300453186","7.01784992218018","6.92206001281738","6.91799020767212","6.8056697845459","6.72257995605469","6.58500003814697","6.45105981826782","6.34879016876221","6.16049003601074","6.08195018768311","5.6880202293396","5.73821020126343","5.71911001205444","5.72422981262207","5.66100978851318","5.59450006484985","5.45682001113892","5.35803985595703","5.42375993728638","5.24372005462646","4.85619020462036","4.79989004135132","4.63704013824463","4.49518013000488","4.42152976989746","4.1778998374939","3.99688005447388","3.94443988800049","4.11109018325806","4.07054996490479","4.13288021087646","4.06475019454956","4.17487001419067","4.22250986099243","4.20206022262573","3.42124009132385","3.13035988807678","2.8274199962616","2.52082991600037","2.4207398891449","",
"Middle income","MIC","Persistence to last grade of primary, total (% of cohort)","SE.PRM.PRSL.ZS","","","","","","","","","","","63.70645","63.33323","63.24496","62.80975","63.13039","63.8562","65.00925","66.31733","66.31119","66.54368","66.20838","66.7951","67.02605","67.53882","67.42524","68.19331","69.39251","71.40589","71.73694","71.80749","73.18479","73.57925","73.86291","74.71473","75.22702","76.1773","76.60069","76.83519","77.13785","77.1979","76.50785","78.02776","76.75366","76.0456","75.52153","75.34063","75.94558","77.30795","80.15003","80.42592","80.35319","80.2866","78.90079","78.95057","84.35385","84.64803","","",
